210	College Academic Building	40.73004	-73.997519
210	Thai Restaurant	40.7313689870212	-73.9943115885299
210	Bar	40.9733857575377	-74.0713223243176
210	American Restaurant	40.9665485380261	-74.0758752822876
210	College Academic Building	40.7294489674433	-73.9934966760904
210	College Academic Building	40.7304783951045	-73.9962673187256
210	College Academic Building	40.7311337698526	-73.9951896241128
210	Clothing Store	40.7245918871832	-73.9971470832825
210	Clothing Store	40.7242931305695	-73.9976171133222
210	Nail Salon	40.727425	-73.990384
210	High School	40.928049851945	-74.0605030010955
210	Fast Food Restaurant	40.963676	-74.07755655
210	Mall	40.9173354418021	-74.0756607055664
210	Hardware Store	40.9125072048726	-74.051456451416
210	Seafood Restaurant	40.916151417797	-74.0750223219702
210	Pet Store	40.9161516029322	-74.0717151761055
210	American Restaurant	40.9665485380261	-74.0758752822876
210	Bar	40.9733857575377	-74.0713223243176
210	Bus Station	40.7572212983984	-73.9915466308594
210	College Academic Building	40.7304783951045	-73.9962673187256
210	College Academic Building	40.73004	-73.997519
210	Park	40.730836121896	-73.9976406097412
210	College Academic Building	40.7310956613481	-73.9953101384868
210	College Academic Building	40.7304783951045	-73.9962673187256
210	Mexican Restaurant	40.7311288060222	-73.9935314655304
210	College Academic Building	40.7304783951045	-73.9962673187256
210	College Academic Building	40.7304783951045	-73.9962673187256
210	College Academic Building	40.73115	-73.995342
210	Burger Joint	40.9582928341985	-74.0740942955017
210	High School	40.928049851945	-74.0605030010955
210	Bar	40.9733857575377	-74.0713223243176
210	High School	40.928049851945	-74.0605030010955
210	Athletic & Sport	40.9468433241215	-74.0927195549011
210	American Restaurant	40.947081	-74.092579
210	Bar	40.9733857575377	-74.0713223243176
210	Bar	40.9452501	-74.0494515166667
210	Bar	40.9452501	-74.0494515166667
210	Latin American Restaurant	40.855476	-73.929164
210	College Academic Building	40.7310956613481	-73.9953101384868
210	College Academic Building	40.7304783951045	-73.9962673187256
210	Stadium	40.7504498700841	-73.9922110388661
210	Park	40.730836121896	-73.9976406097412
210	Clothing Store	40.9164238224128	-74.0753320859283
210	Park	40.730836121896	-73.9976406097412
210	College Academic Building	40.7310956613481	-73.9953101384868
210	Bar	40.730132	-73.99423
210	Mall	40.9173354418021	-74.0756607055664
210	Coffee Shop	40.9460977811563	-74.0714979171753
210	Bar	40.9733857575377	-74.0713223243176
210	Park	40.9621514736306	-74.0549037872369
210	Mexican Restaurant	40.9192202005511	-74.0648138523102
210	Cupcake Shop	40.954018	-74.031788
210	Coffee Shop	40.9460977811563	-74.0714979171753
